杭州,金地艺境5居室-01卧,余杭,乔司,户型： 5室1厅,15.3,风格4.0 拿铁,朝向： 南,￥1830,/月(季付),吴勉勉,400 100 1111 - 161609,楼层： 12/17层,合,2018-06-14 08:34:09.846812,自如,http://hz.ziroom.com/z/vr/61342192.html,60215444,http://pic.ziroom.com/house_images/g2/M00/01/73/v800x600_ChAFfVsasmKAQoVJAAJIRaLeMrI591.JPG,小区是一个新建时间不久的小区，位于翁梅地铁站旁边，但是周边街道有完善的商铺，大超市，菜市场，生活非常便利，基本都是步行就可以在旁边购买到生活日用品，而且物美价廉。小区附近有一个小型物美商业购物中心，集办公，购物，餐饮，健身等于一体的综合合商业中心。平时去吃个饭，购物都非常方便。,,,,
杭州,亲亲家园一期4居室-05卧,余杭,万达,户型： 4室1厅,17.4,风格4.0 木棉,朝向： 南,￥1990,/月(季付),胡星,400 100 1111 - 161352,楼层： 3/6层,合,2018-06-14 08:34:10.475667,自如,http://hz.ziroom.com/z/vr/61332637.html,60213920,http://pic.ziroom.com/house_images/g2/M00/04/1F/v800x600_ChAFD1scU86Ab-zlAAqcBtZt5IE458.JPG,小区内部配套完善，周围衣食住行店铺集中，楼盘底商均已入驻，超市，生鲜，小吃一应俱全，生活配套相对完善，小区东门出步行就是一条配套齐全的街道，菜市场，美食城也临街相望，小区距离西田城仅一条街之隔，电影院，高档品牌商铺，各色美食汇集，购物饮食娱乐都非常方便,,,,
杭州,紫金港湾4居室-01卧,西湖,三墩,户型： 4室1厅,16.2,风格4.0 拿铁,朝向： 南,￥2190,/月(季付),袁越,400 100 1111 - 161576,楼层： 3/17层,合,2018-06-14 08:34:10.805841,自如,http://hz.ziroom.com/z/vr/61318695.html,60211647,http://pic.ziroom.com/house_images/g2/M00/04/A8/v800x600_ChAFfVscnzOAfoTTAAu7-Ig51LU439.jpg,周边拥有厚仁路商业街，亲亲家园生活广场，新华书店，联华超市，麦德龙超市，绿城育华学校，浙大紫金港校区，银泰，印象城、沃尔玛以及快速公交2号线,,,,
杭州,顺发江南丽锦5居室-03卧,萧山,钱江世纪城,户型： 5室1厅,10.4,风格4.0 米苏,朝向： 南,￥1860,/月(季付),赵梅,400 100 1111 - 161272,楼层： 33/33层,合,2018-06-14 08:34:11.211983,自如,http://hz.ziroom.com/z/vr/61275603.html,60204909,http://pic.ziroom.com/house_images/g2/M00/0C/C6/v800x600_ChAFD1sg0G2ARcdQABACyNZMy9A684.JPG,从小区西门出，向北步行即可到农村合作银行，旁边紧邻着为诚健康药店、理发店、巴比馒头等等，取钱买药吃饭都很便利；小区西北门和东门各有一家华联超市，生活用品一应俱全；从小区西南门出乘坐710路公交车可以直达萧山宝龙广场，集办公，购物，餐饮，健身等于一体的综合商业中心，平时去吃个饭，购物都非常方便。小区内部有游泳池，平常周六日下班可以在小区内游泳健身，生活健康两不误！,,,,
杭州,新城金镶玉4居室-01卧,拱墅,申花,户型： 4室1厅,13,风格4.0 拿铁,朝向： 南,￥2190,/月(季付),邹国跃,400 100 1111 - 161280,楼层： 2/8层,合,2018-06-14 08:34:11.614904,自如,http://hz.ziroom.com/z/vr/61300254.html,60208737,http://pic.ziroom.com/house_images/g2/M00/04/0B/v800x600_ChAFD1sb8_6AST2JAAUr3QZwghI131.JPG,"出小区南门往南走2.5公里就是印象城沃尔玛购物广场、城西银泰综合体，北边有西田城麦德龙购物中心、万达广场综合体、北城天地综合体、热电厂综合体、欧尚购物中心等。
周边医院有浙大紫金港校医院、和睦医院、拱墅区中西医结合医院、杭州市二医院等
附近学校有杭州蓝孔雀幼儿园，莫干山路小学",,,,
杭州,顺发江南丽锦5居室-02卧,萧山,钱江世纪城,户型： 5室1厅,13.5,风格4.0 布丁,朝向： 南,￥1930,/月(季付),赵梅,400 100 1111 - 161272,楼层： 33/33层,合,2018-06-14 08:34:11.959910,自如,http://hz.ziroom.com/z/vr/61275602.html,60204909,http://pic.ziroom.com/house_images/g2/M00/0C/C5/v800x600_ChAFD1sg0BaAdHwuABT6al1A_Cg489.JPG,从小区西门出，向北步行即可到农村合作银行，旁边紧邻着为诚健康药店、理发店、巴比馒头等等，取钱买药吃饭都很便利；小区西北门和东门各有一家华联超市，生活用品一应俱全；从小区西南门出乘坐710路公交车可以直达萧山宝龙广场，集办公，购物，餐饮，健身等于一体的综合商业中心，平时去吃个饭，购物都非常方便。小区内部有游泳池，平常周六日下班可以在小区内游泳健身，生活健康两不误！,,,,
杭州,香榭里花园3居室-01卧,下沙,高教园区西,户型： 3室1厅,16,风格4.0 拿铁,朝向： 南,￥1890,/月(季付),温斌,400 100 1111 - 161385,楼层： 1/9层,合,2018-06-14 08:34:12.274963,自如,http://hz.ziroom.com/z/vr/61309399.html,60210185,http://pic.ziroom.com/house_images/g2/M00/EC/63/v800x600_ChAFfVsPUR-AYNUpABSBGJXY_pA479.JPG,"小区是周边比较成熟的小区,小区门口紧挨着就是超市,便利店,基本都是步行就可以在旁边购买到生活日用品,周边还有面馆,美食店,能满足日常生活所需,小区出门步行有物美购物中心,步行可至上品折扣等购物娱乐设施",,,,
杭州,雍荣华庭4居室-01卧,拱墅,申花,户型： 4室1厅,12.1,风格4.0 拿铁,朝向： 南,￥1860,/月(季付),李雨欣,400 100 1111 - 161296,楼层： 20/29层,合,2018-06-14 08:34:12.601295,自如,http://hz.ziroom.com/z/vr/61262299.html,60202830,http://pic.ziroom.com/house_images/g2/M00/CB/DD/v800x600_ChAFD1r8Q5eAY1aCAAaSjbYoFfg825.JPG, 小区内部绿化完善，前有申花公园，后有大片植被群隔街相望，空气清新，景色宜人。从小区南门步行5分钟就是一条配套的街道，美食，菜市场临街相望，各色美食汇集。临近大关小学，周边居家气息浓厚，分外宜居。骑行8分钟即可到城西银泰，购物餐饮一站俱全。,,,,
杭州,顺发江南丽锦5居室-02卧,萧山,钱江世纪城,户型： 5室1厅,12.4,风格4.0 布丁,朝向： 南,￥1930,/月(季付),赵梅,400 100 1111 - 161272,楼层： 11/33层,合,2018-06-14 08:34:13.064548,自如,http://hz.ziroom.com/z/vr/61254834.html,60201670,http://pic.ziroom.com/house_images/g2/M00/F9/4A/v800x600_ChAFfVsWbV6AeW95ABRRAxw_jvc277.JPG,从小区西门出，向北步行即可到农村合作银行，旁边紧邻着为诚健康药店、理发店、巴比馒头等等，取钱买药吃饭都很便利；小区西北门和东门各有一家华联超市，生活用品一应俱全；从小区西南门出乘坐710路公交车可以直达萧山宝龙广场，集办公，购物，餐饮，健身等于一体的综合商业中心，平时去吃个饭，购物都非常方便。小区内部有游泳池，平常周六日下班可以在小区内游泳健身，生活健康两不误！,,,,
杭州,顺发江南丽锦5居室-01卧,萧山,钱江世纪城,户型： 5室1厅,14.4,风格4.0 拿铁,朝向： 南,￥2460,/月(季付),赵梅,400 100 1111 - 161272,楼层： 33/33层,合,2018-06-14 08:34:13.672770,自如,http://hz.ziroom.com/z/vr/61275601.html,60204909,http://pic.ziroom.com/house_images/g2/M00/0C/CC/v800x600_ChAFfVsg0WWAfgw7ABG1h7mpUCs989.JPG,从小区西门出，向北步行即可到农村合作银行，旁边紧邻着为诚健康药店、理发店、巴比馒头等等，取钱买药吃饭都很便利；小区西北门和东门各有一家华联超市，生活用品一应俱全；从小区西南门出乘坐710路公交车可以直达萧山宝龙广场，集办公，购物，餐饮，健身等于一体的综合商业中心，平时去吃个饭，购物都非常方便。小区内部有游泳池，平常周六日下班可以在小区内游泳健身，生活健康两不误！,,,,
